gid;geom;OBJECTID;CIV_1;PK_ID;Fecha_Fina;Estrategia;Programa;Zonas;Nombre_Loc;UPZ;Barrio;Mes_Report;Grupo_Cont;Ingeniero_;Director_d;TOTAL_ARE;No__HUECOS
1223;0106000020E61000000100000001030000000100000019000000A06D37ECD78852C0004F53B2398C12405438B68FD68852C0011F222E338C12406C8216E2D68852C0800917AB338C12404C2B1033D78852C000FC929C328C1240A48F4257D78852C080D9A85B318C1240A85A897BD78852C0C018241A308C124008C6E4B4D78852C040AE1B5E2C8C1240A025D1C3D78852C080B24F3F298C1240FCFA5370D98852C08056BEA1CF8B12405CD9DC03DA8852C0C04B7EC6B08B12400460E213DB8852C080EBDDEFB58B1240D87333B8DA8852C0004774F0C88B1240409864AFDA8852C0802E26C6CA8B1240FC1934ADDA8852C080B11E3BCB8B1240EC5047D9D88852C0816D533C2E8C12401CF563D5D88852C0401A2036308C1240ACD4BADAD88852C0C07F2E1A328C1240A652CCE0D88852C0EDA452FA348C124038BD0EEED88852C0A6F3E2C1378C124005DB2C02D98852C0D7E5015F3A8C12400D5EA51CD98852C0BDC1E2C03C8C1240C822CE3CD98852C0809435D83E8C1240711FF850D98852C0EB2675DD3F8C1240EC468166D98852C0005CFDC4408C1240A06D37ECD78852C0004F53B2398C1240;1;8003152;151571;Wed Feb 05 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Conservacion;Zona 05;KENNEDY;CASTILLA;BAVARIA;Febrero;Sello de Fisuras;XIMENA VARGAS;ING.MARY LUZ MORA / ING. JESUS FORERO;0;0
1224;0106000020E61000000100000001030000000100000018000000F48E5575CF8852C0C01FFE2F118C124020E8F800CE8852C0C075B5380A8C12408828E452CE8852C0C01B90CE0A8C12403425F1A3CE8852C0409BE0D8098C124058B4D5ECCE8852C00098876D078C124074630F27CF8852C0C04D14C3038C124098E87E44CF8852C040EB463E008C12400018614DCF8852C000737C2EFF8B1240EC3D7F81D08852C040F3708BC48B124008C20A27D18852C0405B46D3A18B12404475B657D18852C0C1C4FE9E978B1240C8EF3499D18852C0006C29E3898B1240183F48A7D28852C080ACC5F38E8B1240280136C2D08852C0C0ABC9C0F28B1240C025508FD08852C0C0900FA0FD8B1240601FFA74D08852C0C06F4A41038C12400871146FD08852C040346FCD048C124008C8876ED08852C000700294058C1240F0A9566BD08852C0001A3C190A8C1240E0B72880D08852C0008FD43B0F8C12409856C3ABD08852C0C0E427C6138C124004BF68EAD08852C040BD1554178C1240F806D036D18852C0C0C9A498198C1240F48E5575CF8852C0C01FFE2F118C1240;1;8003195;151573;Thu Jan 09 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Misionalidad;Zona 05;KENNEDY;CASTILLA;BAVARIA;Enero;Cambio de Carpeta;ANDRES FELIPE ALDANA CHARRY;ING. CARLOS MENDEZ / ING. EDGAR QUIJANO;414.74;0
1225;0106000020E610000001000000010300000001000000410000006C24F16EBC8852C0409A9BEB0B9312405CC97439BC8852C00026142F0A93124090690939BC8852C0C0F9A72B0A931240305A3C2CBC8852C000B438C109931240DD299D23BC8852C0279EB09009931240AC09B31ABC8852C000246C700993124028F9DD16BA8852C0005CA40CF9921240F09B9412BA8852C0005EF2E9F8921240442F5412BA8852C0C05411E8F8921240B01E3612BA8852C0002C43E7F8921240148EAD88B68852C04058B076DC9212402D37D785B68852C0AFE3E346DC92124098439082B68852C0EE33F01EDC921240B826EE7EB68852C09DCADAFFDB921240A0A8087BB68852C0321D6FEADB921240704AF976B68852C0406139DFDB921240F4F65BF9B48852C080AEF4C3D092124054C8A1EDB48852C080BF645AD092124034A1CEE4B48852C0C0226D0ED0921240843F7EC7B48852C0C0A50712CF921240E065E347B08852C00084E556A89212401CE96745AF8852C000BB4B179F921240E4D1AD07AE8852C0002AEBB893921240C8D58893AD8852C0C0E01B918F9212407027F4D4AC8852C080EF695B88921240D0A7F2C9AC8852C0804DD8F087921240CCCC36B1AC8852C0C06ACAA18792124010C2C49BAC8852C04097345D8792124020B958F8AA8852C000A1F87D74921240F4923305AC8852C080D94CEB5A921240682BF94FAC8852C0C08187925E921240FCBCEF66AD8852C040CEDA336C921240ECEEF48FAD8852C0400487246E92124008157918AE8852C0C0C227AA72921240C020921CAE8852C0C0EEEACC729212402C5454B6B58852C0404A9240B3921240381832D0B58852C0401AE21BB492124010656C71B88852C0C036B368CA921240E8F5C97FB88852C040DB91E2CA921240E8C2AF5BBB8852C0C056DD20E392124048D3E485BB8852C0C094C186E4921240D4226AEEBD8852C000EEBCF2F8921240D0BF8C78BE8852C0C02FFD85FD921240F0860BABBE8852C0C01C4732FF921240F8EBCC3FC58852C000068C0037931240727CBE61C58852C0E1A7FFF13793124079554585C58852C027409E9F38931240D87BDAA9C58852C04027D40639931240706301B3C58852C080E7A81539931240106D52C7C68852C080AAB8764493124018424CC4C68852C0C0E1ACC044931240AC6413D5C58852C000F102995B931240814903D5C58852C000429F9A5B93124074F192C0C58852C080623F8E5D931240F09094BAC58852C0C0662F525D931240C451F334C48852C040424D0E4E931240B0FA481CC28852C0C0728DC23A931240F8A8D8FBC18852C0C0630D98399312409CF42AD7C08852C000001FC12F93124054AAED21BF8852C040021B1222931240F884A430BE8852C080B2F7841A931240B8FCFE02BE8852C080E59909199312404CBFDB21BD8852C0C1F689BA11931240205CE277BC8852C0C0B7E5350C9312406C24F16EBC8852C0409A9BEB0B931240;1;8001524;151785;Wed Feb 05 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Conservacion;Zona 05;KENNEDY;CASTILLA;VILLA ALSACIA II;Febrero;Sello de Fisuras;XIMENA VARGAS;ING.MARY LUZ MORA / ING. JESUS FORERO;0;0
1226;0106000020E61000000100000001030000000100000039000000389738AB0B8952C0C05CD2C0AB631240B0D415940B8952C000FFFD99A963124098585AF20A8952C040766B8F9A631240EC2880160B8952C0F26EEAB29B631240FE29E63C0B8952C0E183E57F9C6312400091BE640B8952C0BC2212F29C63124008D2338D0B8952C000640C079D6312402377DCB10B8952C0156F91C89C6312403324B0D50B8952C06D0B7F3D9C631240788A0FF80B8952C0809E3F689B631240BC8761730D8952C04040328F8F631240E83D34AA0E8952C080997D86866312400002D3F20E8952C00079326A84631240184B350C0F8952C040B413B68363124098B485F40F8952C040AB10407E63124038EA4A2C128952C0C024E2D6726312404421ECBB128952C080F1274670631240A04C61AD138952C000474BB86C631240EC9195AB148952C0402F3C4D6B631240304A496F158952C080705630696312401CCE93A0158952C0B80C252968631240F13155CE158952C0AF6A109F66631240EFEE34F7158952C043DDAF9D64631240E03FFF19168952C0E9FC1C3462631240872EAE35168952C0C5F481745F63124028487149168952C01BBC90735C63124010BFB354168952C00042E7475963124078CD4357168952C0C02EC65857631240FFA27B40168952C0D0B0679D53631240AB32F01F168952C060D95F2D50631240132291F6158952C0C4DFFE214D631240DC158FC5158952C0C0D1AF914A631240AC357D3E168952C08010FA344F6312406CBDB079188952C00006C0616A631240441E322C198952C0006DF1DF72631240FF15F6F3188952C06A816B5271631240F4DB60B8188952C0DF000B607063124064231B7B188952C0F98D8F0F7063124054AAD93D188952C0C0D33663706312408D9FAC69158952C04087B465776312405467A8FC138952C00FF1C5A17B631240F11DA993128952C0C43A370C816312409B11A92F118952C0331247A18763124088199FD10F8952C04017655C8F631240659930CE0E8952C0BB59205896631240D48341D10D8952C074CC27349E631240A89793DB0C8952C0803C76EAA663124012615DB60C8952C0DE4BF0A7A8631240A4898C950C8952C0D0827DB6AA631240AC18D0790C8952C0A36D250BAD63124090FDBB630C8952C0E2AE7999AF631240C8FAC5530C8952C0004DD853B2631240AF128E4A0C8952C099332C06B563124081AE4C470C8952C02F2D28C6B76312405157114A0C8952C0C0B5AC86BA631240801CEA300C8952C0C0BCDC2FB8631240389738AB0B8952C0C05CD2C0AB631240;1;8011561;148250;Fri Aug 14 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Misionalidad;Zona 05;KENNEDY;CARVAJAL;LAS DELICIAS;Agosto;Parcheo;CESAR AUGUSTO PINTO BARRIOS;ING. MARY LUZ MORA / ING.JESUS FORERO;106.5;107
1227;0106000020E61000000100000001030000000100000020000000B4FAA01D468952C080C8D4FF67741240EC8CA900478952C0C0007F895C741240EA3F4312478952C0AD6778FB5B741240749CF622478952C00044EC535B7412405D4B6024488952C04012EF544E741240A4317D56498952C040F4F5DA3E7412406CE8F171498952C08001176E3D7412407CD8F86A4C8952C0005EA5CA16741240B55BF2864C8952C071AF354415741240F6ED5F9E4C8952C04E5A7B77137412405C9793B04C8952C04093D3711174124004D23AB44C8952C04085FFE910741240002DA6974D8952C0C02A925B0574124048C9F64A4E8952C00094DD851374124098D241314E8952C040B37DCD14741240EC112A6B4D8952C000EB53AA1E741240D01EFF6A4D8952C08089EEAA1E74124080AA82654D8952C04023EEBE1E741240944F86454D8952C0C0927E651F74124000F7E82E4D8952C03C1A54142074124018EEB4194D8952C04083BBEB207412408C978F204C8952C080FC1FE12D741240F8A87C8B4B8952C080B92D9E3574124058ACD8FA4A8952C000E61A013D7412408CD5F071498952C0C0D51E1751741240C43774B0478952C040CA77B4677412407A50409F478952C0178247E268741240D0DDEB90478952C02C8155346A741240BA35C285478952C0F389B0A36B741240AC07FE7D478952C00054CD286D74124028F7F0CF468952C040CBC9EC75741240B4FAA01D468952C080C8D4FF67741240;1;8008492;148579;Sat Jun 20 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Misionalidad;Zona 05;KENNEDY;CARVAJAL;PROVIVIENDA OCCIDENTAL;Junio;Parcheo;CESAR AUGUSTO PINTO BARRIOS;ING. MARY LUZ MORA / ING.JESUS FORERO;85.2;85
1228;0106000020E6100000010000000103000000010000001200000058ED17A2798752C0802288CDA9C71240D8FF84A3798752C040E8F4B2A9C71240CC04E6C87A8752C0C0D8DB5EB9C71240E915E6A2798752C08003D4C2CFC71240E4D9A540788752C080E976BCEAC7124050302B60778752C0400FB5D5FBC7124070EEEDCB768752C000B0924808C81240905E31A9758752C040633855F9C7124068EF8EB7758752C0809B7640F8C71240288A0BCB758752C0C05BEB95F6C712405C2A36E6758752C080855237F4C7124040BF5E7D768752C0001820E3E7C7124090264D9F778752C0C0B7D6E9D0C71240C8334DDD778752C040EC09EFCBC71240DC5BF30B788752C0C06F3E61C8C71240289A3CA2788752C04030CCC5BCC7124010634BEF788752C0408145D9B6C7124058ED17A2798752C0802288CDA9C71240;1;10006561;159189;Tue Jun 23 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Ciclocarriles;Zona 02;ENGATIVA;BOYACA REAL;FLORIDA BLANCA;Junio;Parcheo;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING. ANGEL RICARDO IBAGON;142.3;142
1229;0106000020E61000000100000001030000000100000016000000BC1806366B8752C080E59950EEC812405454EB676B8752C04192E8ACE9C812404826A2BD6C8752C040A6A381F7C8124074B49A436C8752C0C06518A203C91240F8CA81F3698752C0009687664DC9124058274DD4698752C0801E2E7651C912407CC15FAD698752C0C008EB8556C912408077545D698752C080E004F060C91240A9AAE826698752C000D25F0668C912407CCF4214698752C0402655736AC91240684E9155678752C080AB98385CC912403C4211AE678752C040D6CF6D52C91240BC31B3B8678752C0803FC2B951C91240ECD982C4678752C0008A19C850C91240B4DC1018688752C0407A17C447C912402430BB2C688752C0809408A345C9124034DC40B4688752C0C013ACC535C91240F47A1F90698752C0807F51701BC91240852488FA6A8752C0C061C927F4C81240D8B11BFA6A8752C040B6AF22F4C81240401FEFFF6A8752C0C031BB91F3C81240BC1806366B8752C080E59950EEC81240;1;10006311;159191;Wed Jun 24 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Ciclocarriles;Zona 02;ENGATIVA;BOYACA REAL;FLORIDA BLANCA;Junio;Parcheo;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING. ANGEL RICARDO IBAGON;21.08;21
1230;0106000020E61000000100000001030000000100000012000000E4C261CCCA8552C0C0025859E5E8124074AEA6EDCA8552C00017A505E1E81240E88E36F8CA8552C06577309EE0E81240BD6C9401CB8552C03CA8911CE0E8124020218009CB8552C0396C4084DFE81240786CC30FCB8552C040F94FD9DEE812401CE3AB99CC8552C080D63B9FABE812408415459ECC8552C0566907DDAAE81240305FBCA0CC8552C006042311AAE812405156FFA0CC8552C08D1B8141A9E81240E1060C9FCC8552C0A2123074A8E812403601F19ACC8552C004012DAFA7E8124042EDCC94CC8552C0ECFB36F8A6E81240B0A5CD8CCC8552C0802DA454A6E81240DC7094C6CC8552C0407FBCE09EE81240843FD4C7CD8552C0806836A1A6E81240FC227CB0CB8552C04094F024ECE81240E4C261CCCA8552C0C0025859E5E81240;1;11007817;171020;Wed Jan 29 00:00:00 COT 2020;Rehabilitación Vial como Complemento al Mejoramiento de la Infraestructura de Servicios Públicos;Misionalidad;Zona 01;SUBA;EL RINCON;EL RINCON NORTE;Enero;Rehabilitacion Rigido;LUISA FERNANDA PÉREZ PACHÓN;ING.MANUEL AVILA/ING. RAMIRO ROBLES;228.13;0
1231;0106000020E6100000010000000103000000010000000F00000078761EE7C68552C040C7DE1169E912404087E70FC78552C0400E29F263E91240707C4119C78552C069AF668963E9124094698421C78552C04C72590B63E912402C498028C78552C09B0BDE7A62E91240C4820C2EC78552C081513CDB61E91240314257A6C88552C04087AD182FE91240BF8107ADC88552C05830E5452EE9124089E9C7B1C88552C024A00F662DE9124087DC7FB4C88552C0AA4EB47D2CE91240B04521B5C88552C080D986912BE91240F426DEE5C88552C0808ABC1725E91240B5A04DC7C98552C081384AAA2BE91240FC6AF4BBC78552C00082979F6FE9124078761EE7C68552C040C7DE1169E91240;1;11007698;171022;Wed Feb 12 00:00:00 COT 2020;Rehabilitación Vial como Complemento al Mejoramiento de la Infraestructura de Servicios Públicos;Misionalidad;Zona 01;SUBA;EL RINCON;EL RINCON NORTE;Febrero;Rehabilitacion Rigido;LUISA FERNANDA PÉREZ PACHÓN;ING.MANUEL AVILA/ING. RAMIRO ROBLES;215.63;0
1232;0106000020E61000000100000001030000000100000017000000840795041D8652C080831E8831971240A4C4BD181B8652C0C01EFAD201971240D8ECA5AF1B8652C0C06442BFFB961240402D91011C8652C0C00111BC0397124074D57FAD1D8652C080C385762D971240386E19EC1D8652C08060499133971240432F26F71D8652C06D5CEB6234971240AA823A041E8652C00733251435971240BCB2F8121E8652C0CB1F01A0359712409E1EF7221E8652C0F216950236971240132FC3331E8652C0CCD01E3936971240848BE4441E8652C0008E1742369712409CEFBDAB1D8652C040336B6B3C971240589AEE841D8652C040801EFB3D971240A86A4AFE1C8652C04023CA654397124056BC91141D8652C05503EE3342971240CCE390271D8652C05806D7CD409712402BF6CE361D8652C0C47A6C3C3F97124010EEEA411D8652C0DA76A9893D9712401A159E481D8652C00B515DC03B97124008C6BD4A1D8652C05DD1E6EB39971240287C3C481D8652C0C0D1EB1738971240840795041D8652C080831E8831971240;1;13000616;182224;Fri Aug 28 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Conservacion;Zona 02;TEUSAQUILLO;PARQUE SIMON BOLIVAR - CAN;CENTRO ADMINISTRATIVO OCC.;Agosto;Parcheo;CESAR AUGUSTO PINTO BARRIOS;ING. MARY LUZ MORA / ING. ALEXANDER SANDOVAL;63.51;64
1233;0106000020E61000000100000001030000000100000016000000648D3A6DBF8452C040FC867522B012405410A032C08452C0007973A92BB01240B0413AFDBF8452C040CE52FE2AB0124038DB0ED3BF8452C041834BBD2AB01240405F9599BF8452C040E073412CB01240C042DE59B88452C000E331EFB0B01240080D854EB68452C080951DE5D7B01240719846CBB58452C040CA490FE0B01240DC315593B48452C0014F6595F5B012400C97EC3DB48452C0C0989980FCB01240CCAB6273B38452C081CB98730AB11240EC6D556DB28452C08179B51BFEB01240784A4F0AB38452C040640B55F2B01240E86E4130B38452C040A87751F1B012407C73A5BCBB8452C0C05EC6A055B01240F499093FBE8452C080A4CCFE27B01240E076AA74BE8452C0801F1B1124B0124008587C87BE8452C00009FDDF20B0124018B40990BE8452C040940FE61BB0124004692E86BE8452C0C130F16D18B0124050613276BE8452C0C09C2AF116B01240648D3A6DBF8452C040FC867522B01240;1;12001232;178245;Thu Feb 13 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Misionalidad;Zona 02;BARRIOS UNIDOS;DOCE DE OCTUBRE;DOCE DE OCTUBRE;Febrero;Cambio de Carpeta;ANDREA TORRES;ING LUIS MARIN / ING. ANDREA TORRES;1,024.48;0
1234;0106000020E61000000100000001030000000100000020000000C08F94A1C88352C080508DC7A7CE124098E0F1A6C88352C0C017960FA6CE1240849E55E5C98352C040019F5CA9CE1240F453CDC0C98352C0807D066CB8CE1240C872FBADC98352C00107461CBACE12401475DEADC98352C000C3281FBACE12405C2E1F9FC98352C000A597F5BBCE12408843039FC98352C0C0B759F9BBCE12408CA59194C98352C000FB84EEBDCE1240C4E88694C98352C08018CDF0BDCE1240F085A58EC98352C080041CFBBFCE1240BCB502F9C88352C00027490FF7CE12404C0170B9C88352C04004F4740ECF124088109179C88352C001E39AF625CF1240088E6D47C88352C0803852413BCF12406091B740C88352C040F24AB03DCF12405563A640C88352C08022642840CF12400C582017C88352C0003789CA51CF1240DC51ADCFC68352C000AB49C24ECF12402CCF61F6C68352C0819C770B40CF1240E010320FC78352C0C08072043ECF1240B85E4422C78352C000EE4DC23BCF124074350E2FC78352C0800F255539CF1240FCB8F0C8C78352C0C0CBA458FECE124048623F47C88352C0C0FE37B2CFCE12404072768EC88352C000F90269B5CE1240307A1CA3C88352C040F0F2C8ADCE12402026CAA6C88352C04089E8C8ABCE12400039CBA6C88352C080ECF2C4ABCE1240042747A6C88352C000F671C5A9CE1240C0B540A6C88352C040FD59C1A9CE1240C08F94A1C88352C080508DC7A7CE1240;1;11010745;167066;Fri Jan 24 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Conservacion;Zona 01;SUBA;LA ALHAMBRA;MONACO;Enero;Parcheo;XIMENA VARGAS;ING.CARLOS CASTAÑO/ ING. ANGEL RICARDO IBAGON;105.05;89
1235;0106000020E61000000100000001030000000100000006000000BCB6886C838752C0C0392A4B350C1240A8708AE2838752C000B2D6FF220C12402C0D7F2A878752C00094BA50380C1240FC999A34888752C0400274113F0C124010E098BE878752C000B8D85C510C1240BCB6886C838752C0C0392A4B350C1240;1;5002478;295418;Thu Feb 06 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Misionalidad;Zona 04;USME;GRAN YOMASA;LA MARICHUELA;Febrero;Cambio de Carpeta;CAMILO ROJAS;ING.MANUEL AVILA / ING. SAMUEL SANCHEZ;267.94;0
1236;0106000020E6100000010000000103000000010000000D000000B43279B4258652C0C058834B5577124089328347278652C0C0C27A5F3977124020422690278652C04024FAB23D77124039453790288652C040C04DF34C771240981547A1298652C00070B2E25B7712401C466348298652C0408C25476277124094F75227298652C001A0F42065771240D4D3EE27288652C0C07693CE76771240D4657216288652C080197C0478771240B4305E35278652C000F5535B6B771240008B03B5268652C0811A00E4637712401CCAC46B268652C080DE58A15F771240B43279B4258652C0C058834B55771240;1;16001413;189300;Thu Aug 13 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Conservacion;Zona 03;PUENTE ARANDA;ZONA INDUSTRIAL;PENSILVANIA;Agosto;Parcheo;CESAR AUGUSTO PINTO BARRIOS;ING. MARY LUZ MORA / ING. ALEXANDER SANDOVAL;107;107
1237;0106000020E6100000010000000103000000010000000D00000050F53AC8FC8552C08013029B6E331240E44D550CFD8552C0C08ACF496133124068368E0CFD8552C00039DF3E61331240186E225BFF8552C0403E700FEE321240A691945DFF8552C0EE345D7FED32124058B9E75EFF8552C000FE94EBEC32124060B55F62FF8552C04022C0DFEB321240584C6986FF8552C0402575FDE0321240F091B049008652C0C0DC27AFE4321240843C54E3FD8552C0C01BA970643312401C8B63E0FD8552C0C0791F2665331240B47E2097FD8552C0404FAB257333124050F53AC8FC8552C08013029B6E331240;1;4004027;208605;Thu Jul 30 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Misionalidad;Zona 04;SAN CRISTOBAL;LA GLORIA;LA VICTORIA;Julio;Cambio de Losas;LUISA FERNANDA PÉREZ PACHÓN;ING. MANUEL AVILA / ING. RAMIRO ROBLES;123.27;0
1238;0106000020E61000000100000001030000000100000005000000A410CFDFB28752C0811C5E154A0E124024A23123B48752C080379BDD460E1240CC54CA63B48752C040B1F467600E124039047A20B38752C0C0C07EA6630E1240A410CFDFB28752C0811C5E154A0E1240;1;5002124;294634;Mon Jan 20 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Misionalidad;Zona 04;USME;GRAN YOMASA;SAN JUAN BAUTISTA;Enero;Cambio de Carpeta;CAMILO ROJAS;ING.MANUEL AVILA / ING. SAMUEL SANCHEZ;101.41;0
1239;0106000020E61000000100000001030000000100000019000000A8CB3DE5578A52C040F602C06CC51240B436D8C4578A52C040B2D8986AC512402082F0EF538A52C081CA556629C51240387A75EE538A52C040572B4D29C5124028AB7CDE538A52C0C087DCEB28C51240CC24BCCD538A52C080FE4EB628C51240B803AABC538A52C0C082EBAD28C51240F4B8766F538A52C080EE658C23C51240400CE642548A52C0006B763A16C5124018A42EB9548A52C0006F959C1DC51240807A0CEC578A52C0C05378B950C51240FC27A005588A52C000E93A5252C5124028EDA423588A52C080CE936852C51240A0175841588A52C0800824C151C51240DC792657588A52C040F9FE4551C51240202C957D588A52C0407C3BD84EC51240FCDEEA5C588A52C04091216764C512408448CA39588A52C00006455172C51240943DD932588A52C000AC2C1175C512401CC27431588A52C040FD15CA73C512405CB91128588A52C080223C6072C5124024569C23588A52C080451AF171C5124084782917588A52C000F02FBA70C512403838BFFE578A52C0C0557A9B6EC51240A8CB3DE5578A52C040F602C06CC51240;1;9000267;380758;Sat Sep 05 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Conservacion;Zona 03;FONTIBON;FONTIBON SAN PABLO;SAN PABLO JERICO;Septiembre;Parcheo;CESAR AUGUSTO PINTO BARRIOS;ING. MARY LUZ MORA / ING.JESUS FORERO;43.5;43
1240;0106000020E61000000100000001030000000100000022000000B4E49DB5CE8452C0803494E2FC66124078030370C28452C000BE7C487E661240785A766FC28452C08007DD447E661240F3EEDC46C28452C0323778717D661240B00DB51CC28452C0647D3E057D6612403D3403F2C18452C0489ACC027D661240B534CFC7C18452C05FA9316A7D6612408AD71D9FC18452C022C4EE387E6612401190EA78C18452C0ED6D066A7F661240C06A2156C18452C0E2691BF680661240945A9937C18452C0403C9ED38266124008B55AEBC18452C0C0562EB47066124048FA0C8CC28452C040B49580606612409BC5F182C28452C0AB5DF55D62661240746D9B7EC28452C0FE52394C64661240D22A257FC28452C0675B433F66661240319D8B84C28452C0D147D72A68661240BEDFAC8EC28452C0D0BDE7026A6612400F5E499DC28452C0A3DCE1BB6B661240346305B0C28452C080E1F54A6D66124014E9C925C38452C04072D9D971661240B88F9C7FCD8452C000631E69D86612401CAAE2F3CE8452C080E5C1D1E66612408442F114CF8452C03440EB9AE7661240357DA637CF8452C098D3AA07E86612402F05025BCF8452C02D79DD14E866124039B9FE7DCF8452C047B821C2E766124075349A9FCF8452C0EF95DA11E7661240B342DCBECF8452C043F41D09E66612408A09DEDACF8452C083038FAFE466124048B1D0F2CF8452C040DA250FE36612405031B743CF8452C0C02D7B00F56612401C4364E4CE8452C0007717C5FE661240B4E49DB5CE8452C0803494E2FC661240;1;17000074;189779;Thu May 28 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Ciclocarriles;Zona 03;CANDELARIA;LA CANDELARIA;LA CATEDRAL;Mayo;Parcheo;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING. ANGEL RICARDO IBAGON;34.5;35
1241;0106000020E6100000010000000103000000010000000A00000090B4AEE05D8C52C040570586867D1240E9E4A2E05D8C52C000AA4684867D1240C45A6FE05D8C52C0408A057C867D124094DE70B25C8C52C0409A5CD3567D1240A4FAFDB15C8C52C0C0093EC1567D1240181902855C8C52C0402EEFA74F7D124070D1491C5D8C52C040BF49B74B7D1240844A95BB5E8C52C0C08CBF6E8A7D124008ADF3145E8C52C0C076CDC58E7D124090B4AEE05D8C52C040570586867D1240;1;7002603;356877;Tue May 12 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Conservacion;Zona 05;BOSA;BOSA OCCIDENTAL;CHICO SUR;Mayo;Parcheo;CESAR AUGUSTO PINTO BARRIOS;ING. MARY LUZ MORA / ING.JESUS FORERO;19.42;19
1242;0106000020E6100000010000000103000000010000002200000084B9B194FD8652C0804C8BB808531240541FF126FD8652C0C0CA44F3FB521240F2CE6032FD8652C0791B89CEFC5212409F7BED3FFD8652C013F87088FD521240FC30374FFD8652C0C0D5D71BFE5212404E97A05DFD8652C0A4689879FE52124089ADBC6CFD8652C0AFA8E0B4FE521240287D397CFD8652C002026FCCFE521240F902C38BFD8652C0DEACC3BFFE521240D5F6049BFD8652C0C862238FFE521240D094ACA9FD8652C0C0E9953BFE521240D4B0A4B1FD8652C040460AFDFD521240183597CFFD8652C0809AEBEDFC521240F4771101028752C04083060AD8521240C0E2594A028752C0402CC48DD55212406410999E028752C0C008730CDF52124048BA38BA028752C040578029E2521240DC4C4C17028752C000A2A54EE75212408C798C0E028752C0C0E1D287E7521240D4C37D35FE8652C0C01BDC610953124035D4C5F9FD8652C0007C526F0B5312401847C0F0FD8652C0DE2186BC0B531240734D9AE8FD8652C03570831F0C531240B70E88E1FD8652C020D0D0950C5312407DCDB6DBFD8652C0DA0D791C0D531240DCC54BD7FD8652C049471EB00D531240113F63D4FD8652C083780F4D0E53124081D60FD3FD8652C0791C60EF0E53124096085AD3FD8652C0704A01930F53124069FA3FD5FD8652C0A4AFDB3310531240A885B5D8FD8652C0C0BEE9CD105312403829FEB5FD8652C0C052E3AD0C531240D4CAF8B5FD8652C080C9AC970C53124084B9B194FD8652C0804C8BB808531240;1;18000869;91029425;Wed Aug 12 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Misionalidad;Zona 04;RAFAEL URIBE URIBE;QUIROGA;QUIROGA I;Agosto;Parcheo;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING. ANGEL RICARDO IBAGON;53.4;53
